alpha,beta0,lambda,Episode,beta,Average over RMS of Value Estimates
0.1,1.0,0.8,212,3.564406732517382e-21,0.04808643446913918
0.1,1.0,0.8,213,2.8515253860139057e-21,0.04812352265484229
0.1,1.0,0.8,214,2.2812203088111246e-21,0.04796894322214241
0.1,1.0,0.8,215,1.8249762470488997e-21,0.047258761966510444
0.1,1.0,0.8,216,1.4599809976391198e-21,0.04756123272925317
0.1,1.0,0.8,217,1.167984798111296e-21,0.04661901713111948
0.1,1.0,0.8,218,9.343878384890368e-22,0.0464688243452266
0.1,1.0,0.8,219,7.475102707912295e-22,0.04654210731725327
0.1,1.0,0.8,220,5.980082166329836e-22,0.04661368324610183
0.1,1.0,0.8,221,4.784065733063869e-22,0.04696288260364079
0.1,1.0,0.8,222,3.827252586451096e-22,0.04688858849437929
0.1,1.0,0.8,223,3.061802069160877e-22,0.04685884438802892
0.1,1.0,0.8,224,2.4494416553287017e-22,0.046154136386425855
0.1,1.0,0.8,225,1.9595533242629612e-22,0.04639304206822134
0.1,1.0,0.8,226,1.5676426594103693e-22,0.04681017580993849
0.1,1.0,0.8,227,1.2541141275282953e-22,0.04647592966464785
0.1,1.0,0.8,228,1.0032913020226364e-22,0.046289285859694794
0.1,1.0,0.8,229,8.026330416181091e-23,0.046918564090177535
0.1,1.0,0.8,230,6.421064332944873e-23,0.04773760420640902
0.1,1.0,0.8,231,5.136851466355899e-23,0.04654992956634902
0.1,1.0,0.8,232,4.1094811730847197e-23,0.04677957985024808
0.1,1.0,0.8,233,3.287584938467776e-23,0.04647427432031779
0.1,1.0,0.8,234,2.6300679507742207e-23,0.045620106168806525
0.1,1.0,0.8,235,2.1040543606193766e-23,0.04547371284735088
0.1,1.0,0.8,236,1.6832434884955015e-23,0.04640394613326966
0.1,1.0,0.8,237,1.3465947907964013e-23,0.04650082168306704
0.1,1.0,0.8,238,1.0772758326371211e-23,0.04696557210531207
0.1,1.0,0.8,239,8.61820666109697e-24,0.04718390574914288
0.1,1.0,0.8,240,6.894565328877576e-24,0.04760713418178037
0.1,1.0,0.8,241,5.5156522631020606e-24,0.04729542277394725
0.1,1.0,0.8,242,4.412521810481649e-24,0.04729603205758834
0.1,1.0,0.8,243,3.5300174483853195e-24,0.04688188790712789
0.1,1.0,0.8,244,2.8240139587082557e-24,0.047144511133465405
0.1,1.0,0.8,245,2.2592111669666047e-24,0.04717650481011893
0.1,1.0,0.8,246,1.8073689335732837e-24,0.046706377627829976
0.1,1.0,0.8,247,1.4458951468586271e-24,0.046754687205550385
0.1,1.0,0.8,248,1.1567161174869017e-24,0.04622797410855372
0.1,1.0,0.8,249,9.253728939895214e-25,0.046334141286382954
0.1,1.0,0.8,250,7.402983151916172e-25,0.04646647895346755
0.1,1.0,0.9,1,1.0,0.5425919127686986
0.1,1.0,0.9,2,0.9,0.5243157487752078
0.1,1.0,0.9,3,0.81,0.5052872593978668
0.1,1.0,0.9,4,0.7290000000000001,0.48986215573258657
0.1,1.0,0.9,5,0.6561,0.4769035733794057
0.1,1.0,0.9,6,0.5904900000000001,0.4631113364616221
0.1,1.0,0.9,7,0.531441,0.448559200013829
0.1,1.0,0.9,8,0.4782969000000001,0.4357904614325127
0.1,1.0,0.9,9,0.4304672100000001,0.4248796799496247
0.1,1.0,0.9,10,0.3874204890000001,0.41450127610214005
0.1,1.0,0.9,11,0.3486784401000001,0.4030393002514455
0.1,1.0,0.9,12,0.31381059609000006,0.3919245597418992
0.1,1.0,0.9,13,0.2824295364810001,0.38352694212694177
0.1,1.0,0.9,14,0.2541865828329001,0.37382798344987306
0.1,1.0,0.9,15,0.2287679245496101,0.3656623281891481
0.1,1.0,0.9,16,0.20589113209464907,0.3568236209288855
0.1,1.0,0.9,17,0.18530201888518416,0.3492184215463913
0.1,1.0,0.9,18,0.16677181699666577,0.3417683686757638
0.1,1.0,0.9,19,0.15009463529699918,0.33549470094029293
0.1,1.0,0.9,20,0.13508517176729928,0.3271779079045616
0.1,1.0,0.9,21,0.12157665459056935,0.31988452497682707
0.1,1.0,0.9,22,0.10941898913151242,0.3136067540800281
0.1,1.0,0.9,23,0.09847709021836118,0.30803143123238225
0.1,1.0,0.9,24,0.08862938119652507,0.3017654893049595
0.1,1.0,0.9,25,0.07976644307687256,0.29594615755320597
0.1,1.0,0.9,26,0.0717897987691853,0.2894930511683504
0.1,1.0,0.9,27,0.06461081889226677,0.28410140987690535
0.1,1.0,0.9,28,0.058149737003040096,0.27946100011302705
0.1,1.0,0.9,29,0.05233476330273609,0.2750626207261293
0.1,1.0,0.9,30,0.047101286972462485,0.27015575770477684
0.1,1.0,0.9,31,0.04239115827521624,0.26582515208201946
0.1,1.0,0.9,32,0.038152042447694615,0.2611792303795102
0.1,1.0,0.9,33,0.03433683820292515,0.2570142842856007
0.1,1.0,0.9,34,0.030903154382632636,0.25223280748576327
0.1,1.0,0.9,35,0.027812838944369374,0.24850768681666152
0.1,1.0,0.9,36,0.025031555049932437,0.2438098723738371
0.1,1.0,0.9,37,0.022528399544939195,0.23927927931512535
0.1,1.0,0.9,38,0.020275559590445275,0.23531322838710494
0.1,1.0,0.9,39,0.01824800363140075,0.23060706665268133
0.1,1.0,0.9,40,0.016423203268260675,0.22676198239940554
0.1,1.0,0.9,41,0.014780882941434608,0.2232828189064165
0.1,1.0,0.9,42,0.013302794647291146,0.22002074004213049
0.1,1.0,0.9,43,0.011972515182562033,0.21759823436661496
0.1,1.0,0.9,44,0.01077526366430583,0.2136733803231703
0.1,1.0,0.9,45,0.009697737297875247,0.2106456821709563
0.1,1.0,0.9,46,0.008727963568087723,0.2077629593076425
0.1,1.0,0.9,47,0.00785516721127895,0.20533606919268213
0.1,1.0,0.9,48,0.007069650490151055,0.2021949685789334
0.1,1.0,0.9,49,0.00636268544113595,0.19883573951617037
0.1,1.0,0.9,50,0.005726416897022355,0.19579653916382767
0.1,1.0,0.9,51,0.00515377520732012,0.19267789937960159
0.1,1.0,0.9,52,0.004638397686588108,0.18914637562355824
0.1,1.0,0.9,53,0.004174557917929297,0.1865529414286618
0.1,1.0,0.9,54,0.0037571021261363674,0.18406297335279242
0.1,1.0,0.9,55,0.0033813919135227306,0.18141654687867415
0.1,1.0,0.9,56,0.0030432527221704577,0.178712476967752
0.1,1.0,0.9,57,0.002738927449953412,0.17531003185975347
0.1,1.0,0.9,58,0.002465034704958071,0.17284090899427515
0.1,1.0,0.9,59,0.002218531234462264,0.17066069533292844
0.1,1.0,0.9,60,0.0019966781110160375,0.16822296500806594
0.1,1.0,0.9,61,0.001797010299914434,0.16619138767583627
0.1,1.0,0.9,62,0.0016173092699229906,0.16400453764149123
0.1,1.0,0.9,63,0.0014555783429306916,0.16129897603122803
0.1,1.0,0.9,64,0.0013100205086376223,0.15842638615692062
0.1,1.0,0.9,65,0.0011790184577738603,0.15494701056685184
0.1,1.0,0.9,66,0.001061116611996474,0.15306387488868292
0.1,1.0,0.9,67,0.0009550049507968268,0.15046570196463002
0.1,1.0,0.9,68,0.0008595044557171441,0.14898931372897173
0.1,1.0,0.9,69,0.0007735540101454297,0.1459757769780641
0.1,1.0,0.9,70,0.0006961986091308868,0.14447830515268745
0.1,1.0,0.9,71,0.0006265787482177981,0.14253955556215434
0.1,1.0,0.9,72,0.0005639208733960184,0.1403696608948218
0.1,1.0,0.9,73,0.0005075287860564165,0.137889174174573
0.1,1.0,0.9,74,0.00045677590745077487,0.13607461484644148
0.1,1.0,0.9,75,0.0004110983167056974,0.1338163085768065
0.1,1.0,0.9,76,0.00036998848503512764,0.13149309521161068
0.1,1.0,0.9,77,0.0003329896365316149,0.12882187128289488
0.1,1.0,0.9,78,0.0002996906728784534,0.12696842846707312
0.1,1.0,0.9,79,0.0002697216055906081,0.12579713149842656
0.1,1.0,0.9,80,0.0002427494450315473,0.12382465626921381
0.1,1.0,0.9,81,0.00021847450052839255,0.12139627273065487
0.1,1.0,0.9,82,0.00019662705047555332,0.12132946617755413
0.1,1.0,0.9,83,0.00017696434542799797,0.11876179059707322
0.1,1.0,0.9,84,0.00015926791088519818,0.11674213823833286
0.1,1.0,0.9,85,0.00014334111979667836,0.11443317864569101
0.1,1.0,0.9,86,0.00012900700781701054,0.11396306762700031
0.1,1.0,0.9,87,0.00011610630703530949,0.11314335663089188
0.1,1.0,0.9,88,0.00010449567633177854,0.11124051334108159
0.1,1.0,0.9,89,9.404610869860069e-05,0.10913614699556456
0.1,1.0,0.9,90,8.464149782874062e-05,0.10840230396975219
0.1,1.0,0.9,91,7.617734804586657e-05,0.1063625332643708
0.1,1.0,0.9,92,6.85596132412799e-05,0.10497112277885737
0.1,1.0,0.9,93,6.170365191715192e-05,0.10303391849254347
0.1,1.0,0.9,94,5.553328672543673e-05,0.10162455652564904
0.1,1.0,0.9,95,4.997995805289306e-05,0.10044102136355804
0.1,1.0,0.9,96,4.498196224760375e-05,0.09812401623540414
0.1,1.0,0.9,97,4.0483766022843375e-05,0.09746046372528762
0.1,1.0,0.9,98,3.643538942055904e-05,0.09646661556538338
0.1,1.0,0.9,99,3.279185047850314e-05,0.09561873361472692
0.1,1.0,0.9,100,2.9512665430652825e-05,0.09357442022728617
0.1,1.0,0.9,101,2.6561398887587544e-05,0.0921959973829142
0.1,1.0,0.9,102,2.3905258998828788e-05,0.0917232277008734
0.1,1.0,0.9,103,2.151473309894591e-05,0.0904758065184488
0.1,1.0,0.9,104,1.936325978905132e-05,0.09027714746649682
0.1,1.0,0.9,105,1.7426933810146188e-05,0.08959615903621397
0.1,1.0,0.9,106,1.568424042913157e-05,0.08860070418129705
0.1,1.0,0.9,107,1.4115816386218413e-05,0.08818672181998072
0.1,1.0,0.9,108,1.2704234747596572e-05,0.08667747649285427
0.1,1.0,0.9,109,1.1433811272836916e-05,0.08561352764319301
0.1,1.0,0.9,110,1.0290430145553224e-05,0.0846538738294203
0.1,1.0,0.9,111,9.261387130997901e-06,0.08306734586482221
0.1,1.0,0.9,112,8.335248417898112e-06,0.0819056526194102
0.1,1.0,0.9,113,7.501723576108301e-06,0.08180892038190958
0.1,1.0,0.9,114,6.751551218497471e-06,0.0808580507911742
0.1,1.0,0.9,115,6.076396096647724e-06,0.08068700422314917
0.1,1.0,0.9,116,5.468756486982952e-06,0.08059519697258963
0.1,1.0,0.9,117,4.921880838284657e-06,0.07991908403006791
0.1,1.0,0.9,118,4.4296927544561915e-06,0.07892431847438548
0.1,1.0,0.9,119,3.986723479010572e-06,0.0765713606354066
0.1,1.0,0.9,120,3.588051131109515e-06,0.07661012227408123
0.1,1.0,0.9,121,3.2292460179985636e-06,0.07663412243608853
0.1,1.0,0.9,122,2.9063214161987074e-06,0.07646585738184117
0.1,1.0,0.9,123,2.6156892745788365e-06,0.07484464873838126
0.1,1.0,0.9,124,2.354120347120953e-06,0.0741482230655065
0.1,1.0,0.9,125,2.118708312408858e-06,0.07275352192705514
0.1,1.0,0.9,126,1.906837481167972e-06,0.07223997080266845
0.1,1.0,0.9,127,1.716153733051175e-06,0.07094816562222464
0.1,1.0,0.9,128,1.5445383597460574e-06,0.07003314087189262
0.1,1.0,0.9,129,1.3900845237714517e-06,0.06926305072061695
0.1,1.0,0.9,130,1.2510760713943066e-06,0.06897505328999433
0.1,1.0,0.9,131,1.1259684642548759e-06,0.06861050686664717
0.1,1.0,0.9,132,1.0133716178293884e-06,0.06769567063141953
0.1,1.0,0.9,133,9.120344560464496e-07,0.0669188168583583
0.1,1.0,0.9,134,8.208310104418046e-07,0.06591937260470729
0.1,1.0,0.9,135,7.387479093976242e-07,0.06473655878782193
0.1,1.0,0.9,136,6.648731184578617e-07,0.06423820756829282
0.1,1.0,0.9,137,5.983858066120756e-07,0.06404367918621433
0.1,1.0,0.9,138,5.385472259508681e-07,0.06327280064310664
0.1,1.0,0.9,139,4.846925033557813e-07,0.062238486938890725
0.1,1.0,0.9,140,4.3622325302020313e-07,0.06190023006381829
0.1,1.0,0.9,141,3.9260092771818286e-07,0.0614194977192017
0.1,1.0,0.9,142,3.533408349463646e-07,0.061009549653096816
0.1,1.0,0.9,143,3.180067514517281e-07,0.06027896110535107
0.1,1.0,0.9,144,2.8620607630655533e-07,0.05923127521980511
0.1,1.0,0.9,145,2.575854686758998e-07,0.059197796206379154
0.1,1.0,0.9,146,2.318269218083098e-07,0.05876578695451169
0.1,1.0,0.9,147,2.0864422962747884e-07,0.058473452767291094
0.1,1.0,0.9,148,1.8777980666473096e-07,0.05851611381085428
0.1,1.0,0.9,149,1.6900182599825786e-07,0.058235100034690145
0.1,1.0,0.9,150,1.521016433984321e-07,0.05741114176182587
0.1,1.0,0.9,151,1.368914790585889e-07,0.05778504307625629
0.1,1.0,0.9,152,1.2320233115273e-07,0.05748645276608357
0.1,1.0,0.9,153,1.10882098037457e-07,0.057324933067293235
0.1,1.0,0.9,154,9.97938882337113e-08,0.05611724593747716
0.1,1.0,0.9,155,8.981449941034017e-08,0.05671383796371748
0.1,1.0,0.9,156,8.083304946930616e-08,0.057178097182373114
0.1,1.0,0.9,157,7.274974452237554e-08,0.056901307274863415
0.1,1.0,0.9,158,6.547477007013799e-08,0.05633788830366522
0.1,1.0,0.9,159,5.89272930631242e-08,0.055776430072160925
0.1,1.0,0.9,160,5.3034563756811777e-08,0.05439060055068885
0.1,1.0,0.9,161,4.77311073811306e-08,0.05448618322333853
0.1,1.0,0.9,162,4.295799664301754e-08,0.05387548117861304
0.1,1.0,0.9,163,3.866219697871579e-08,0.054297713718755844
0.1,1.0,0.9,164,3.479597728084421e-08,0.05451088981018192
0.1,1.0,0.9,165,3.131637955275979e-08,0.05421041272182416
0.1,1.0,0.9,166,2.818474159748381e-08,0.05358519135587981
0.1,1.0,0.9,167,2.536626743773543e-08,0.05393454546372076
0.1,1.0,0.9,168,2.282964069396189e-08,0.05391680429522716
0.1,1.0,0.9,169,2.05466766245657e-08,0.054557585049109195
0.1,1.0,0.9,170,1.849200896210913e-08,0.05444787911980498
0.1,1.0,0.9,171,1.6642808065898218e-08,0.05423461075591467
0.1,1.0,0.9,172,1.4978527259308396e-08,0.05368217913592797
0.1,1.0,0.9,173,1.3480674533377557e-08,0.053261337543634324
0.1,1.0,0.9,174,1.2132607080039802e-08,0.0534307760136902
0.1,1.0,0.9,175,1.0919346372035822e-08,0.05265220708706741
0.1,1.0,0.9,176,9.82741173483224e-09,0.052442302811967226
0.1,1.0,0.9,177,8.844670561349016e-09,0.052041546298432995
0.1,1.0,0.9,178,7.960203505214115e-09,0.05275724463872472
0.1,1.0,0.9,179,7.164183154692703e-09,0.05257640337671675
0.1,1.0,0.9,180,6.4477648392234335e-09,0.052505626013392356
0.1,1.0,0.9,181,5.80298835530109e-09,0.052892673048111065
0.1,1.0,0.9,182,5.222689519770981e-09,0.05228018705899285
0.1,1.0,0.9,183,4.700420567793883e-09,0.05085424007804685
0.1,1.0,0.9,184,4.230378511014495e-09,0.05072773551370699
0.1,1.0,0.9,185,3.807340659913046e-09,0.05045493398392832
0.1,1.0,0.9,186,3.426606593921741e-09,0.04994693333672145
0.1,1.0,0.9,187,3.083945934529567e-09,0.050597811001359426
0.1,1.0,0.9,188,2.7755513410766105e-09,0.05076941416498495
0.1,1.0,0.9,189,2.4979962069689494e-09,0.04976300923768737
0.1,1.0,0.9,190,2.2481965862720546e-09,0.04926587996799141
0.1,1.0,0.9,191,2.023376927644849e-09,0.0485872395205612
0.1,1.0,0.9,192,1.8210392348803642e-09,0.04915336272600805
0.1,1.0,0.9,193,1.638935311392328e-09,0.0490413665632665
0.1,1.0,0.9,194,1.4750417802530951e-09,0.049366964066515535
0.1,1.0,0.9,195,1.3275376022277856e-09,0.04916939474913178
0.1,1.0,0.9,196,1.194783842005007e-09,0.049990296484561776
0.1,1.0,0.9,197,1.0753054578045064e-09,0.05056895333937948
0.1,1.0,0.9,198,9.677749120240558e-10,0.04982701399725167
0.1,1.0,0.9,199,8.709974208216503e-10,0.04904003699418003
0.1,1.0,0.9,200,7.838976787394853e-10,0.049320419596016254
0.1,1.0,0.9,201,7.055079108655367e-10,0.048507476444567973
0.1,1.0,0.9,202,6.349571197789831e-10,0.04937386991608923
0.1,1.0,0.9,203,5.714614078010848e-10,0.048999969564962574
0.1,1.0,0.9,204,5.143152670209763e-10,0.04928705833316675
0.1,1.0,0.9,205,4.628837403188787e-10,0.048450459223989786
0.1,1.0,0.9,206,4.1659536628699084e-10,0.048454181292866265
0.1,1.0,0.9,207,3.749358296582918e-10,0.04882802624954802
0.1,1.0,0.9,208,3.374422466924626e-10,0.04930250626547887
0.1,1.0,0.9,209,3.0369802202321633e-10,0.04874587681853089
0.1,1.0,0.9,210,2.733282198208947e-10,0.048766240903748495
0.1,1.0,0.9,211,2.4599539783880527e-10,0.04777589845240578
0.1,1.0,0.9,212,2.2139585805492472e-10,0.04889290127578602
0.1,1.0,0.9,213,1.9925627224943227e-10,0.04871526666294819
0.1,1.0,0.9,214,1.7933064502448904e-10,0.04868738127860377
0.1,1.0,0.9,215,1.6139758052204015e-10,0.04858539195106768
0.1,1.0,0.9,216,1.4525782246983613e-10,0.047680745550655275
0.1,1.0,0.9,217,1.3073204022285252e-10,0.047775767936938836
0.1,1.0,0.9,218,1.1765883620056727e-10,0.04754680670085672
0.1,1.0,0.9,219,1.0589295258051055e-10,0.04729706017697434
0.1,1.0,0.9,220,9.530365732245949e-11,0.04647496356259845
0.1,1.0,0.9,221,8.577329159021355e-11,0.0461386875363755
0.1,1.0,0.9,222,7.719596243119219e-11,0.046061388394029235
0.1,1.0,0.9,223,6.947636618807298e-11,0.046714759940863555
0.1,1.0,0.9,224,6.252872956926568e-11,0.04619622688566279
0.1,1.0,0.9,225,5.6275856612339116e-11,0.045990113140753845
0.1,1.0,0.9,226,5.0648270951105203e-11,0.04616567584021992
0.1,1.0,0.9,227,4.558344385599468e-11,0.046573360923839145
0.1,1.0,0.9,228,4.1025099470395217e-11,0.04732981488650183
0.1,1.0,0.9,229,3.6922589523355696e-11,0.0470480600534233
0.1,1.0,0.9,230,3.323033057102013e-11,0.04606712724664829
0.1,1.0,0.9,231,2.990729751391811e-11,0.04573900059315372
0.1,1.0,0.9,232,2.6916567762526303e-11,0.045625127498590407
0.1,1.0,0.9,233,2.4224910986273674e-11,0.04603141474208536
0.1,1.0,0.9,234,2.180241988764631e-11,0.04590936078512871
0.1,1.0,0.9,235,1.9622177898881677e-11,0.04532786030264507
0.1,1.0,0.9,236,1.765996010899351e-11,0.04394424029607173
0.1,1.0,0.9,237,1.589396409809416e-11,0.04420540171293295
0.1,1.0,0.9,238,1.4304567688284745e-11,0.044091906141901574
0.1,1.0,0.9,239,1.287411091945627e-11,0.04493271222582001
0.1,1.0,0.9,240,1.1586699827510643e-11,0.04424406332500333
0.1,1.0,0.9,241,1.042802984475958e-11,0.043527567873017654
0.1,1.0,0.9,242,9.385226860283621e-12,0.04372133270227102
0.1,1.0,0.9,243,8.44670417425526e-12,0.04392348314113125
0.1,1.0,0.9,244,7.602033756829734e-12,0.0443918053981133
0.1,1.0,0.9,245,6.8418303811467605e-12,0.04480700758490395
0.1,1.0,0.9,246,6.157647343032084e-12,0.044661812700770936
0.1,1.0,0.9,247,5.5418826087288764e-12,0.04407972822129055
0.1,1.0,0.9,248,4.987694347855989e-12,0.0445938687376143
0.1,1.0,0.9,249,4.48892491307039e-12,0.045326597892224145
0.1,1.0,0.9,250,4.040032421763351e-12,0.04499640820559816
0.1,1.0,0.95,1,1.0,0.5415624557041504
0.1,1.0,0.95,2,0.95,0.5224984874794325
0.1,1.0,0.95,3,0.9025,0.5043449210060604
0.1,1.0,0.95,4,0.8573749999999999,0.48655474234876644
0.1,1.0,0.95,5,0.8145062499999999,0.4697585131645832
0.1,1.0,0.95,6,0.7737809374999998,0.4533342793818256
0.1,1.0,0.95,7,0.7350918906249998,0.4393220957218362
0.1,1.0,0.95,8,0.6983372960937497,0.42370031002408715
0.1,1.0,0.95,9,0.6634204312890623,0.40962795510401756
0.1,1.0,0.95,10,0.6302494097246091,0.39654083649193483
0.1,1.0,0.95,11,0.5987369392383787,0.3846136051170798
0.1,1.0,0.95,12,0.5688000922764597,0.3701795948052439
0.1,1.0,0.95,13,0.5403600876626367,0.35682765483241297
0.1,1.0,0.95,14,0.5133420832795048,0.34424772341850274
0.1,1.0,0.95,15,0.48767497911552954,0.33181071426199055
0.1,1.0,0.95,16,0.46329123015975304,0.3208852718711153
0.1,1.0,0.95,17,0.44012666865176536,0.3118094465146285
0.1,1.0,0.95,18,0.4181203352191771,0.303226771552564
0.1,1.0,0.95,19,0.3972143184582182,0.2932967432145341
0.1,1.0,0.95,20,0.37735360253530725,0.28355601753842685
0.1,1.0,0.95,21,0.3584859224085419,0.2740119519026239
0.1,1.0,0.95,22,0.3405616262881148,0.2670149065018084
0.1,1.0,0.95,23,0.323533544973709,0.2588959888963659
0.1,1.0,0.95,24,0.3073568677250236,0.2512552706162492
0.1,1.0,0.95,25,0.2919890243387724,0.24422781477037578
0.1,1.0,0.95,26,0.27738957312183377,0.23642125518534785
0.1,1.0,0.95,27,0.26352009446574204,0.22955842483425315
0.1,1.0,0.95,28,0.2503440897424549,0.22108388441676272
0.1,1.0,0.95,29,0.23782688525533216,0.21413465589536884
0.1,1.0,0.95,30,0.22593554099256555,0.2074827234182658
0.1,1.0,0.95,31,0.21463876394293727,0.20177738406032847
0.1,1.0,0.95,32,0.2039068257457904,0.19680031158018213
0.1,1.0,0.95,33,0.19371148445850087,0.190796373192523
0.1,1.0,0.95,34,0.18402591023557582,0.1856555674281352
0.1,1.0,0.95,35,0.174824614723797,0.18105654827809092
0.1,1.0,0.95,36,0.16608338398760716,0.1743135178331901
0.1,1.0,0.95,37,0.1577792147882268,0.16927362141891283
0.1,1.0,0.95,38,0.14989025404881545,0.16455292766689844
0.1,1.0,0.95,39,0.14239574134637467,0.16030589049917343
0.1,1.0,0.95,40,0.13527595427905592,0.15623824682868792
0.1,1.0,0.95,41,0.12851215656510312,0.15105017496312972
0.1,1.0,0.95,42,0.12208654873684796,0.14694907422818793
0.1,1.0,0.95,43,0.11598222130000556,0.14284685653292997
0.1,1.0,0.95,44,0.11018311023500528,0.13857312303653774
0.1,1.0,0.95,45,0.10467395472325501,0.1339726802916057
0.1,1.0,0.95,46,0.09944025698709225,0.12922530420193
0.1,1.0,0.95,47,0.09446824413773763,0.12533954162399488
0.1,1.0,0.95,48,0.08974483193085075,0.12231782692340426
0.1,1.0,0.95,49,0.0852575903343082,0.11848984202957093
0.1,1.0,0.95,50,0.0809947108175928,0.11678863468290077
0.1,1.0,0.95,51,0.07694497527671315,0.11461584992968779
0.1,1.0,0.95,52,0.07309772651287749,0.11111031562665846
0.1,1.0,0.95,53,0.06944284018723361,0.1086944904979275
0.1,1.0,0.95,54,0.06597069817787193,0.10572775294809018
0.1,1.0,0.95,55,0.06267216326897833,0.1043500923350321
0.1,1.0,0.95,56,0.05953855510552941,0.10279782296890241
0.1,1.0,0.95,57,0.056561627350252934,0.10045874012513059
0.1,1.0,0.95,58,0.053733545982740286,0.0984026943589088
0.1,1.0,0.95,59,0.051046868683603266,0.09625883953307122
0.1,1.0,0.95,60,0.048494525249423104,0.094870330067989
0.1,1.0,0.95,61,0.046069798986951946,0.09336413699744033
0.1,1.0,0.95,62,0.043766309037604346,0.09164401676504098
0.1,1.0,0.95,63,0.04157799358572413,0.08984855664873909
0.1,1.0,0.95,64,0.03949909390643792,0.08782401475987844
0.1,1.0,0.95,65,0.03752413921111602,0.08657671005378581
0.1,1.0,0.95,66,0.03564793225056022,0.08393615956516794
0.1,1.0,0.95,67,0.033865535638032206,0.08239008383134123
0.1,1.0,0.95,68,0.03217225885613059,0.08161225720982826
0.1,1.0,0.95,69,0.030563645913324063,0.08057326844678295
0.1,1.0,0.95,70,0.02903546361765786,0.07986698865478434
0.1,1.0,0.95,71,0.027583690436774964,0.07849886659048382
0.1,1.0,0.95,72,0.026204505914936217,0.07730651897912816
0.1,1.0,0.95,73,0.024894280619189402,0.07560964760629857
0.1,1.0,0.95,74,0.023649566588229934,0.07440681172163627
0.1,1.0,0.95,75,0.022467088258818435,0.07325075378914622
0.1,1.0,0.95,76,0.02134373384587751,0.07165262533390147
0.1,1.0,0.95,77,0.020276547153583634,0.07019770068424105
0.1,1.0,0.95,78,0.01926271979590445,0.06862642348279621
0.1,1.0,0.95,79,0.01829958380610923,0.06839982501181979
0.1,1.0,0.95,80,0.017384604615803767,0.06783794149391667
0.1,1.0,0.95,81,0.01651537438501358,0.06660401839632767
0.1,1.0,0.95,82,0.0156896056657629,0.06577671644030915
0.1,1.0,0.95,83,0.014905125382474753,0.06411598639330189
0.1,1.0,0.95,84,0.014159869113351015,0.0634089017043059
0.1,1.0,0.95,85,0.013451875657683464,0.06444121529840238
0.1,1.0,0.95,86,0.012779281874799289,0.06359429166304259
0.1,1.0,0.95,87,0.012140317781059324,0.06274058350675538
0.1,1.0,0.95,88,0.011533301892006357,0.06179422725186688
0.1,1.0,0.95,89,0.01095663679740604,0.06121432577954136
0.1,1.0,0.95,90,0.010408804957535737,0.06115041600645853
0.1,1.0,0.95,91,0.00988836470965895,0.06110429133318506
0.1,1.0,0.95,92,0.009393946474176,0.06001032414965707
0.1,1.0,0.95,93,0.008924249150467202,0.05974114819206445
0.1,1.0,0.95,94,0.00847803669294384,0.05975231785727103
0.1,1.0,0.95,95,0.008054134858296648,0.05912426767014616
0.1,1.0,0.95,96,0.007651428115381815,0.05874366076302618
0.1,1.0,0.95,97,0.007268856709612724,0.058688995250540776
0.1,1.0,0.95,98,0.006905413874132088,0.058334284895826635
0.1,1.0,0.95,99,0.006560143180425483,0.05779940120568635
0.1,1.0,0.95,100,0.006232136021404208,0.056630430458066226
0.1,1.0,0.95,101,0.0059205292203339975,0.05702029436386614
0.1,1.0,0.95,102,0.005624502759317297,0.056202447088199194
0.1,1.0,0.95,103,0.0053432776213514326,0.05620953411998235
0.1,1.0,0.95,104,0.00507611374028386,0.05619726590081938
0.1,1.0,0.95,105,0.004822308053269667,0.05667634302486072
0.1,1.0,0.95,106,0.004581192650606184,0.05636731467964658
0.1,1.0,0.95,107,0.004352133018075874,0.05594389322818861
0.1,1.0,0.95,108,0.00413452636717208,0.056274912428019484
0.1,1.0,0.95,109,0.003927800048813476,0.055616002851840346
0.1,1.0,0.95,110,0.0037314100463728024,0.05526372047632849
0.1,1.0,0.95,111,0.003544839544054162,0.05538958690671583
0.1,1.0,0.95,112,0.0033675975668514537,0.055284668920611804
0.1,1.0,0.95,113,0.003199217688508881,0.054270504685488934
0.1,1.0,0.95,114,0.0030392568040834367,0.05367311029671214
0.1,1.0,0.95,115,0.0028872939638792646,0.053422749899200754
0.1,1.0,0.95,116,0.0027429292656853013,0.05345135650457438
0.1,1.0,0.95,117,0.0026057828024010363,0.053487361404619245
0.1,1.0,0.95,118,0.0024754936622809844,0.05290973820690525
0.1,1.0,0.95,119,0.002351718979166935,0.053103005503919276
0.1,1.0,0.95,120,0.002234133030208588,0.05346698732244561
0.1,1.0,0.95,121,0.0021224263786981585,0.052723443798179635
0.1,1.0,0.95,122,0.0020163050597632507,0.05227621107811624
0.1,1.0,0.95,123,0.001915489806775088,0.05160613811704743
0.1,1.0,0.95,124,0.0018197153164363335,0.05167531501731805
0.1,1.0,0.95,125,0.0017287295506145167,0.051337639370392395
0.1,1.0,0.95,126,0.0016422930730837907,0.051129747123983514
0.1,1.0,0.95,127,0.0015601784194296012,0.050961322751800014
0.1,1.0,0.95,128,0.0014821694984581211,0.050527281764638
0.1,1.0,0.95,129,0.001408061023535215,0.05106079808289217
0.1,1.0,0.95,130,0.001337657972358454,0.051106710260659646
0.1,1.0,0.95,131,0.0012707750737405313,0.05100416198040856
0.1,1.0,0.95,132,0.0012072363200535047,0.05079286542625075
